subject_id,video_id,valence,arousal,ΔFAA,ΔCorr_F3F4,ΔCorr_F7F8,ΔRMS_AF3,ΔRMS_F7,ΔRMS_F3,ΔRMS_FC5,ΔRMS_T7,ΔRMS_P7,ΔRMS_O1,ΔRMS_O2,ΔRMS_P8,ΔRMS_T8,ΔRMS_FC6,ΔRMS_F4,ΔRMS_F8,ΔRMS_AF4,ΔTheta_AF3,ΔTheta_F7,ΔTheta_F3,ΔTheta_FC5,ΔTheta_T7,ΔTheta_P7,ΔTheta_O1,ΔTheta_O2,ΔTheta_P8,ΔTheta_T8,ΔTheta_FC6,ΔTheta_F4,ΔTheta_F8,ΔTheta_AF4,ΔAlpha_AF3,ΔAlpha_F7,ΔAlpha_F3,ΔAlpha_FC5,ΔAlpha_T7,ΔAlpha_P7,ΔAlpha_O1,ΔAlpha_O2,ΔAlpha_P8,ΔAlpha_T8,ΔAlpha_FC6,ΔAlpha_F4,ΔAlpha_F8,ΔAlpha_AF4,ΔBeta_AF3,ΔBeta_F7,ΔBeta_F3,ΔBeta_FC5,ΔBeta_T7,ΔBeta_P7,ΔBeta_O1,ΔBeta_O2,ΔBeta_P8,ΔBeta_T8,ΔBeta_FC6,ΔBeta_F4,ΔBeta_F8,ΔBeta_AF4
1,1,4.0,3.0,-0.0011433995426078924,0.004894140799812319,0.008465699814037775,-0.5144378036255777,-0.730773962917727,-5.1161788429221104,-10.772524404595671,-14.372487043026013,-0.5629626490527571,-6.440674400285701,-12.703499309918598,-6.833873526267908,-15.837721290984149,-5.762420573062812,-3.4771893696656804,-10.683355063664322,-13.110587777414608,-0.8766761569615502,-3.2118288070482084,-118.6574157669707,-208.52787922761763,-236.55547925140525,-14.638964238365524,-138.03573426966318,-218.4233561490746,-160.18035088185195,-266.43513618022405,-107.86693531352387,-46.34812681712975,-167.62231024313348,-183.0638601589785,0.036717307398968946,0.0990545772012767,5.036775766823212,3.8338174815879427,7.206078450223995,0.010648882695508455,4.880683172906547,8.86807698187392,5.492204578569783,8.76471069210207,5.834998951729251,1.6809730854322034,7.804412227271765,10.241061956383604,-0.11703465262553925,0.18282733408435403,-0.5864401012225571,-18.53868695544351,-85.42593254111262,0.29927948172946417,-9.89186598980691,-83.81998860748904,-5.207532703377957,-113.48707831290062,-18.77679634748452,-0.049365578841656266,-61.54836408786305,-105.00475875098331
1,2,3.0,3.0,0.0291607300156822,0.035263860742377195,0.26307898643692346,0.10316650833238672,1.8725192647270044,23.048432807168005,18.02511085560588,31.82578646776482,7.172139758602029,16.716004636916878,30.387213408889735,27.983482058799865,31.524787675242948,18.582142388658127,14.074154454655382,29.08224249518539,17.117864810003496,0.1021183172784218,0.3008073272299874,19.737685080961,20.61790371594381,45.33114703779711,5.547980337622555,27.29330754486125,37.82161723597943,38.76848864311236,34.99636078691594,19.993332936117923,8.759898790846727,15.945398415307238,-40.78424101725096,0.012656576762767907,0.0635004239735702,4.963569394687854,4.939936426135956,7.018046553879955,1.081671480974702,5.7391396103475625,8.397602586501765,6.887753867133506,7.373752992692424,5.647482264002159,1.8766264381720799,7.02289587334738,6.570526170149158,-0.1997828658684897,0.14552769418339873,-0.1534428325454602,-0.188651177167813,15.890836080327738,0.16626620637830625,0.21487438831021066,12.748995125920239,2.024708706231701,18.113804436626502,1.3749599070745084,0.1547770839001099,12.096917643430686,-27.724699204142958
1,3,5.0,4.0,-0.043882686809031846,-0.015468870864469797,-0.2219150342940079,-0.02674219203097916,-1.046262168014219,-13.289487053177808,-10.010420050987925,-14.302404804838858,-4.74388447148301,-11.38660333950542,-15.892421872281936,-14.168995893828942,-15.24677000150215,-11.769478295164596,-8.1385073581787,-14.399920049870474,-14.891412960291945,-0.4357357210978502,-2.698697354348111,-155.9940928463065,-150.1415171123371,-262.64586635575745,-27.775551711812025,-162.78445495579328,-272.14965447660006,-215.644254764922,-274.6710342622196,-166.47934434606583,-65.00462554422533,-241.82387657225615,-261.34094615278616,-0.018330611430755622,-0.13875876727816974,-6.530838015475018,-6.473854639530723,-10.160516851177672,-1.4039058724179647,-7.154603404098635,-9.979496468634167,-7.884806179293733,-11.550490798515192,-8.539993605936292,-2.788294852820182,-9.89556958820572,-10.384639374700615,0.14861113454048924,-0.010411190419377103,-0.7035189943881885,-1.6065810142605272,-5.360971432786037,-0.06968839283624417,-1.1569557930821581,-5.474593517346634,-1.083951499679909,-7.613442186581722,-0.9698367087420152,-0.05167033404397592,-4.8627330864160285,-6.134022789040962
1,4,4.0,3.0,-0.006208648680977591,0.0013160592785202985,0.18260250675283998,-0.3503892308410803,0.2111686459560147,1.5943273213476523,1.6562291405582243,-3.1355108280817348,0.7790334727295409,1.2121049624001614,-2.0808513447128902,3.7494369239960648,-5.135018545436637,0.1497393867602952,2.0427710280439904,-2.7894644357709666,-4.59932330062631,-0.024430366990025376,0.15973519786407575,-0.17786098691220786,4.1604962813127315,-6.569253796671177,0.361763669299755,5.667623188442306,5.703768262788003,16.198882728016315,-19.305110481052253,1.1292978061429721,2.3240515486388773,-8.738356908064816,-28.388245062205442,-0.007752650584043896,0.025312734606633913,0.5190331715116168,0.8718011405004891,0.4735411218576431,0.147418529639743,1.107266655402353,1.7039557250367245,1.6592353486185463,1.5258585535498632,1.170880421882119,0.27312233973942135,0.7410335292919239,2.633193024388911,-0.3055070153304036,-0.02688309774429598,-0.8570984187401063,-2.549034133030567,-41.766009159576654,-0.25197991063007263,-6.281185108145415,-35.81251524625689,-4.681032620759915,-58.00463421726654,-11.22007070111232,-0.28959266331406686,-37.884572217955316,-55.16448840858706
1,5,4.0,4.0,0.01669899583260781,0.0033889342612677398,-0.03578142161094079,0.5294332391487044,-0.18015836581202826,1.719649661099421,2.045299180212247,16.907173671451744,0.41704272277932297,4.782430577633846,12.21744702930173,8.779565684411367,18.96672619305606,7.385212501348612,2.0686328120629476,14.863906294714191,15.254418751188282,0.011660272796092164,-0.2994665905248546,-10.594098978566826,-13.141033836398492,18.967481683983976,-3.0016046789106525,-14.182434271494671,-18.619875922160105,-17.757017507313606,25.93787038027699,-6.873901477092886,-5.652915398356335,19.513692540206847,25.241758453315924,0.015143518669855263,0.0024248073637734846,0.48809618840707003,0.3286124728312103,-1.0626043852564102,0.060303187884342524,-0.22455969935818842,1.4980565467317426,0.22306906583647645,0.3082636378360739,0.16251081753058116,0.34199737488328275,-0.04085006096883248,-1.3405957146904157,0.43875022075657855,-0.262536998204256,0.189374592655855,2.447547145372063,112.037301367417,-0.0827137254667889,14.007658443952643,76.24221962879307,28.028556011409673,147.15038093499308,27.001652613733583,0.22020648420619304,83.9985005388034,119.84907628793358
1,6,1.0,2.0,-0.04034370554018951,-0.07508209792369669,-0.7216813209586848,-0.2884474621467774,-4.786548148731783,-48.36630420670761,-48.29316939743608,-90.60664013242666,-19.890484903826767,-56.759044978946704,-94.72944962121507,-87.84045298136671,-91.33347007471426,-64.82069873639,-47.68697864234986,-89.83263811482087,-89.04579420967511,-0.3102814835241384,-2.486979659977048,-129.9477670890678,-188.8266168589821,-304.6510183149503,-27.515935451382642,-201.69886372175037,-284.13567911751306,-263.3910278900312,-312.23396039382413,-219.781016375489,-83.11814597867195,-284.89919180757005,-338.09939156788346,-0.03898643030864059,-0.2559904448165158,-12.606187674080626,-19.678918197637483,-34.9206728741236,-3.024238685615874,-22.628975582391732,-32.255931391032476,-29.844973932460682,-37.447388283781855,-22.990557764126613,-7.129187918978607,-31.319434767867023,-35.00778047341633,0.1707021676603735,0.14236737096023155,-0.8235194909183026,-1.423791246943722,-5.560138098081616,-0.33011677960481567,-4.126351475888352,-7.858164167686283,-6.170732341731762,-4.267355922764899,-4.6141665194651225,-0.31747029375894154,-7.389544649434573,-9.426247012501083
1,7,5.0,4.0,0.024726437649081667,-0.01835635293710436,-0.1378496182382244,0.13339750514349813,-0.28314098379094954,-2.7623961498462357,-2.174197002726018,-7.511629794153464,-1.4281085556540312,-3.702939070615926,-7.109099526585958,-9.741546601141152,-5.356893678842724,-3.625118357438744,-4.005577194640484,-8.837350734815196,-7.025102684933707,-0.09869842613058949,0.18741677233298626,4.280913961444469,16.927860353634145,60.38085013895824,1.151675400629136,23.188423113410494,47.57359075217914,43.18763856180166,72.5967357788877,19.5864888457389,4.976873290767145,30.294511996365543,47.540924902932716,-0.0051073105991748385,0.02883291258155138,2.1298890786186764,3.2387118530511803,5.408542057160238,0.24069720914667647,3.3781117229245243,3.56094429414188,4.622337007650758,3.6537713372684557,2.3861316324854833,0.9643975348444553,3.787666550644886,5.250943237332464,0.18206945991137102,0.01165643349770118,-0.015044075660375356,1.4796979627182978,15.551972103316139,-0.08345596844164849,1.6681113572071595,16.860048874308056,0.6583871911420189,29.373343582585605,4.578216456030631,0.0031896354114953063,2.083540299639221,12.694152446784635
1,8,1.0,2.0,-0.3081898243461225,0.021013215598890578,0.11809029670803295,-12.513060387768743,-76.67701004916796,-324.5961025580923,-343.89149568200384,-332.24198483073087,-220.3089763959977,-345.52711035069194,-329.59164131170223,-335.2482731360053,-331.04903488471274,-340.90258687942367,-319.83445277874847,-335.471217238217,-330.17502754505676,-30.950527223093733,-891.6134538819653,-14958.058068923861,-18683.94217143543,-17586.772881413635,-6671.993171744887,-18631.686497833864,-17058.45314707268,-17051.927543989023,-17679.699884343605,-17904.87836670132,-11819.414910776975,-16877.484557705382,-17603.286484602115,-8.321856652358939,-60.489120521907125,-2629.836567680511,-4011.8029957339386,-1768.3980358929293,-1252.0262458504544,-3229.7661081452343,-1795.3400678307044,-1671.63992231885,-1807.4674250221296,-2669.991633662708,-1536.515452011863,-1663.6248891360053,-1808.1604833616302,-0.760784905839635,-1.7616033460162042,-239.16618030625142,-367.92228131255627,-310.63763289850544,-53.04893717887294,-402.7015484818636,-307.32354001776304,-294.62440330934334,-313.1458693143911,-412.65427849416716,-208.46695007852907,-298.3159212365286,-318.4694677650784
1,9,1.0,2.0,-0.06746540932201606,0.05822136529810895,0.19792359147557081,-6.160588233805655,-67.793602150326,-150.42000006677674,-127.74080726249122,-83.83403431164004,-162.60942685253661,-89.29994220207737,-82.35505722874785,-82.57152838148727,-82.32580985379599,-72.20634182732533,-134.08906651297602,-80.90017012692084,-86.15998061101192,-3.7783268199325555,-231.1716746015729,-1715.3522837812736,-3589.203420652404,-6643.883288916371,-1046.0436577819355,-4213.784881695152,-6940.457351294248,-6249.013863265467,-6745.2475246572085,-4739.338998794319,-1842.9057895869673,-5793.442912971217,-6856.969748324168,-1.799644441262748,-26.857244129911244,-457.73987571822147,-741.528759664009,-858.5958281974258,-159.86481639417394,-661.2524895535807,-778.0286089690558,-808.8439859984542,-878.0775419359715,-645.7982330696359,-322.912865893684,-768.2582821885005,-877.1447318538401,-1.688882381492771,6.88882586897396,-19.491877728322038,2008.6849367612947,4255.2645668125,3.2101320898074013,3463.5516562459925,4082.0622800665615,4163.331851379749,4345.850104806792,4055.803058077158,13.249750930666146,4068.1520044396343,4122.346558292889
1,10,5.0,3.0,0.39893932976385016,0.08626021819056096,0.3238183887311898,4.660104671866986,6.869119521291342,3.819814591846759,1.449237014632276,6.5440957890681215,1.1014448481869104,4.717564400797697,6.250734774255578,-0.14931466562320317,18.081752644701645,4.484580254541484,3.5534834574420566,-7.810644280627709,-343.3107788022144,2.7477154367269527,8.846326113335522,3.8461543759385135,0.9831287588672392,7.062323801621014,0.317779043550972,5.572033520781036,7.73639616776978,-0.0597305014516592,5.201570676109309,6.703935568667563,3.2606271192791554,-15.931864469182074,-7969.069449664642,1.7590010497948088,2.764626078686891,1.2167777904440191,0.39207198444656144,1.975142321592008,0.13045696136769408,1.7471757378665638,2.1285563327468733,0.020465427348666354,2.0622389219677046,1.729160082000588,1.030504509562559,-3.069190622577695,-1591.190736212364,1.00370175338644,0.48472283449021947,0.24302617323468773,0.07511618682954219,0.49586809863802217,0.040270652219456915,0.30457352300984586,0.43320977548420114,-0.0022134882658859656,9.71089364725363,0.49610949067414134,0.22849779122363068,-0.11716885111969022,-341.3515207546612
