subject_id,video_id,valence,arousal,Base_RMS_AF3,Stim_RMS_AF3,Base_RMS_F7,Stim_RMS_F7,Base_RMS_F3,Stim_RMS_F3,Base_RMS_FC5,Stim_RMS_FC5,Base_RMS_T7,Stim_RMS_T7,Base_RMS_P7,Stim_RMS_P7,Base_RMS_O1,Stim_RMS_O1,Base_RMS_O2,Stim_RMS_O2,Base_RMS_P8,Stim_RMS_P8,Base_RMS_T8,Stim_RMS_T8,Base_RMS_FC6,Stim_RMS_FC6,Base_RMS_F4,Stim_RMS_F4,Base_RMS_F8,Stim_RMS_F8,Base_RMS_AF4,Stim_RMS_AF4,Base_Theta_AF3,Stim_Theta_AF3,Base_Theta_F7,Stim_Theta_F7,Base_Theta_F3,Stim_Theta_F3,Base_Theta_FC5,Stim_Theta_FC5,Base_Theta_T7,Stim_Theta_T7,Base_Theta_P7,Stim_Theta_P7,Base_Theta_O1,Stim_Theta_O1,Base_Theta_O2,Stim_Theta_O2,Base_Theta_P8,Stim_Theta_P8,Base_Theta_T8,Stim_Theta_T8,Base_Theta_FC6,Stim_Theta_FC6,Base_Theta_F4,Stim_Theta_F4,Base_Theta_F8,Stim_Theta_F8,Base_Theta_AF4,Stim_Theta_AF4,Base_Alpha_AF3,Stim_Alpha_AF3,Base_Alpha_F7,Stim_Alpha_F7,Base_Alpha_F3,Stim_Alpha_F3,Base_Alpha_FC5,Stim_Alpha_FC5,Base_Alpha_T7,Stim_Alpha_T7,Base_Alpha_P7,Stim_Alpha_P7,Base_Alpha_O1,Stim_Alpha_O1,Base_Alpha_O2,Stim_Alpha_O2,Base_Alpha_P8,Stim_Alpha_P8,Base_Alpha_T8,Stim_Alpha_T8,Base_Alpha_FC6,Stim_Alpha_FC6,Base_Alpha_F4,Stim_Alpha_F4,Base_Alpha_F8,Stim_Alpha_F8,Base_Alpha_AF4,Stim_Alpha_AF4,Base_Beta_AF3,Stim_Beta_AF3,Base_Beta_F7,Stim_Beta_F7,Base_Beta_F3,Stim_Beta_F3,Base_Beta_FC5,Stim_Beta_FC5,Base_Beta_T7,Stim_Beta_T7,Base_Beta_P7,Stim_Beta_P7,Base_Beta_O1,Stim_Beta_O1,Base_Beta_O2,Stim_Beta_O2,Base_Beta_P8,Stim_Beta_P8,Base_Beta_T8,Stim_Beta_T8,Base_Beta_FC6,Stim_Beta_FC6,Base_Beta_F4,Stim_Beta_F4,Base_Beta_F8,Stim_Beta_F8,Base_Beta_AF4,Stim_Beta_AF4,Base_FAA,Stim_FAA
1,1,4.0,3.0,9.271735703327641,8.073488484069806,11.459517857612695,8.849431138837746,76.8702936497745,55.50414823885699,92.91942675849499,64.23110749556142,115.28826288715565,79.73507462945777,24.803807221804842,20.37321316244766,72.230050111208,52.6032184615847,112.21883296644528,78.15385047785344,85.05621822956292,61.17045173678001,121.43425280361203,83.21684468738498,73.91612268706609,53.34433529588607,46.820044025412464,33.07042264567521,100.89460681680897,70.55014962258365,123.07921413637571,87.58184637672431,2.820271823407219,1.4236237326494479,10.652299842603684,5.54710840321631,471.2355380786982,271.06522408235395,614.8381597806076,312.1253052935913,825.6842686008549,472.096734886263,58.73042868364767,36.564234790691096,459.30618467185246,254.9534103060029,784.6340912478549,445.66070644517464,579.281760895482,335.0737575719642,874.7930893356587,490.8990260282379,446.17334326071244,258.3006201039977,178.68771423766506,101.04426674647388,665.5720348200797,395.5842784113727,917.9281885232281,588.5632713774905,0.14362587332289378,0.13399646196319442,0.4514377933352178,0.3820145342774676,15.321625408555242,14.756934004980872,19.285931599205544,16.06104188777547,23.99056305278484,22.343742542368314,5.2432540440185,3.9543745274545143,16.742080295163202,15.446506607981261,22.945942538834846,22.143235137042897,18.162500866664672,17.229222949637236,25.080779290470062,23.99088197717541,16.699074591496498,15.859735364982873,6.610170313692825,5.9461855701389625,21.880144927235257,21.695718414152946,31.367713043158723,31.954564354527392,2.979233401705135,2.8553952534446454,1.1824585355226445,1.4540018204607252,16.343085156792736,14.073726583757852,78.41026048478773,52.74812187828565,204.49728789932973,88.50229886986105,2.3328545867693107,2.494087773945628,44.907346882245676,29.286704872367597,190.7280206044672,84.7808695925519,27.087589422339615,18.382332821411318,262.6253195467671,109.51885395616138,46.74868638296245,23.779959107013028,2.6305289279634865,2.13818168543091,140.30242506855095,54.31011073230544,229.31719910231698,83.88415706111734,0.5798944653312702,0.5920110945188286
1,2,3.0,3.0,7.457357461557222,7.357155489584211,7.1187789155716255,7.91985073263996,36.74024112084769,46.82594519748479,42.43538828818425,49.71166741518513,53.28341266800592,68.1234409051296,14.00094860502897,17.251382891674197,36.90600654424,43.846420004573666,50.657269115127846,65.00429983032599,42.31109629451231,55.59283072674771,55.35228436840339,69.91231551907593,36.71401295448874,44.59523857592773,21.809561387000606,28.181884109005665,48.406534702027336,61.68351901032051,73.11360071239164,75.62339237473209,0.5348273434631302,0.5469924145557936,2.3911126102124354,2.1094736891535746,130.65494814257625,113.91570012900226,129.33532119669613,113.44541770105094,242.7834045089369,222.51886718088718,18.641765649203464,18.417481183144233,123.89326405406013,116.25236826417591,225.69362415731908,206.15245181713468,174.08658252844717,165.46754237933598,256.73221879182483,231.0035403767178,131.88204222612626,119.32050552537119,50.26048250043746,45.950241414434146,220.1109064186275,191.69411010540242,365.44455864735147,303.40786098025933,0.10246676340427542,0.09831213841626006,0.2975492175155127,0.2700847826052794,11.464340897986217,11.845947186357694,11.721399646954767,12.120496108979193,18.5913374920233,18.87751354237492,2.0696534296688034,2.3034298838925795,12.25196963607817,13.097321403397814,17.54867807620951,19.115949432971956,14.084057628387422,15.497782478320785,20.295895725630647,20.93481988951348,12.811002084100368,13.833805011983838,4.751790696662696,4.829594480804612,18.777628240109546,19.739310398675737,28.4854155434655,27.5154880785188,2.8479727204979217,2.666711355911189,1.6611108270643278,1.8156939738818452,10.686384068150687,10.012184263070377,40.05884188517276,39.424542584439784,38.004574313556006,46.243183759678416,2.411374592645737,2.545362179638411,20.04069491367984,19.738051215399047,31.365693250489148,39.069270107003184,13.576137272011458,14.305448978508773,43.0145829246156,52.25518620709034,14.08463060166721,14.258251532444534,1.8299863432963759,1.7719537239135212,20.616014207887794,26.14433419998922,69.7157366480868,34.55093296805573,0.6285376622162889,0.6200751471975939
1,3,5.0,4.0,7.1606658897177535,7.217289034825081,7.939840599339813,8.327672907792403,43.033919549758416,46.45767033221008,46.23703513285135,51.02016566247298,63.19340094474728,75.66192143215119,17.610327860430957,19.83366462761566,43.684911490094684,49.57785390258362,62.50582318653876,73.07317277473533,53.64964216786706,65.22458133787954,66.02550833833577,77.30969453857065,44.31242648788391,51.43190512362955,27.836527544964866,33.05358804835969,59.0408583842089,71.16910132018383,72.38892338195046,82.23754447505254,0.7009602924731279,0.5126801022210649,3.407184481829096,2.6311935014940935,182.73968777060983,136.36161356440184,184.62310406501743,159.15238223269847,347.1984829127763,311.6195683853269,33.557891772187425,28.143375099041812,198.12264107110036,171.3956876361497,344.27344264247887,300.84202430399836,274.69461196397253,249.33665568243774,364.7418716286318,326.48391334354835,207.94029846684734,184.19493462120295,80.65037514071452,70.37920976173581,321.8925601628051,292.1836699338762,417.3752767610227,392.3097656223209,0.10410892154286247,0.11509129172658933,0.3617588619019946,0.5773339523406347,15.39511048311141,26.724394720294786,16.425050530524086,32.81153805754315,26.7450588976958,51.543309912111575,3.340363043998735,6.439439139003435,17.839855020831422,35.4369696687309,26.155572446492343,52.716783941418655,21.18561994030295,43.209121807263315,30.073440656731705,54.55105424896379,20.40508919325764,37.78529788821647,7.089982118041536,13.230334385910755,28.48677620564982,50.13343724593592,35.38887714049565,59.83978333124951,2.5462225193709953,2.634082782996595,1.9097893504123309,1.9922095771681119,9.306028645048743,10.910501492882625,37.80188575161185,39.46178306649196,39.63459875624064,45.70034072053391,2.6715310837840174,3.26258329334204,18.859506737930303,21.304955090706322,34.31143148251391,36.18079182998455,14.202312626504064,18.76345029736709,45.766986028414664,50.38585665382817,13.85853110829499,17.104610309211264,1.948011049279386,3.193667826816983,22.621655629402724,28.117181017363535,29.608346800355257,34.57859158389044,0.6346516906478074,0.6359480584527573
1,4,4.0,3.0,7.324665512336082,6.761989259167308,6.863916474117736,6.961177028923974,24.13532708566121,23.762777067830267,35.69810518279496,35.916219569854555,59.33326076812664,54.74371499614661,11.46648440836093,11.403354382324135,32.499199635534886,31.950347512779594,57.476693339541946,53.41899230220756,36.6039743742741,37.63531570490243,66.68131982502344,60.22618653133336,34.94409908447849,33.328514904737624,16.620869530601066,17.181983006274073,53.62599114148574,48.7389782948687,66.41986155025236,59.21653145295561,0.4094185234102657,0.35252138879200845,1.1122985604126328,1.0709417710331879,52.50489236715176,44.39305328641468,66.6666616964071,61.4444482329828,171.2875440179858,152.66488011183375,10.693077172435107,9.408197999180036,70.37183277815443,65.859426886208,154.3122848539763,144.72705999033485,113.92718168280605,111.95511648062512,201.49326780778642,175.40685099566656,80.76950685203252,73.44346357412036,28.99332280515036,26.990720036927407,160.8744551396948,142.52453521823836,248.18122401346423,213.5287167034754,0.08591080786139517,0.07745568402822364,0.15622379176893875,0.17066770343773943,5.24479771194427,5.341707830413327,6.661586039117563,7.209628057348018,11.111619000446398,11.347762401878919,1.24952432358239,1.3180251931268694,6.86534560060248,7.486149285578312,10.245984830221339,11.205748853228426,9.440639731681706,10.597053407982491,11.152576753118844,12.615529906625113,7.871758601224485,8.877539815686958,2.8160953044504584,2.9687384208924423,12.028621975147962,12.735425574346486,14.562494005691098,16.20051956857044,2.831255909656099,2.4013637604927487,2.1162179906927276,2.130848265835319,8.824716380136994,7.752601491317538,43.61009794865619,41.09210739954718,127.91052773797291,91.94332885455245,2.6188743072246243,2.258064228423806,28.88073587795651,22.816041865057567,120.44250781301083,87.36248390196867,22.140944497100755,17.943814574194572,172.3677863077762,121.22415509987557,34.135139095425735,23.53489791322509,2.0656172792446266,1.6917334782279567,94.8313816543775,59.71258353640818,124.30382542577084,74.24099172599831,0.685509845143726,0.7018320546068519
1,5,4.0,4.0,6.922935385833679,7.41482730420873,7.301027231237641,6.726975482296769,24.80203870167006,23.930723416352638,37.58103610162123,36.16089128603201,61.96460309033576,77.47044702505887,11.959617864789607,10.567995251332912,34.84925403558459,36.821467367242704,61.086980878753685,70.43872147119458,42.715327884023615,46.16265705421402,69.44967348040305,88.15683371498578,37.89649474700666,43.11620101243497,18.90496606932268,17.302153755821706,54.67748803628318,67.14632281904028,67.4914718498397,81.36234441229263,0.48040648854055334,0.4726888511030489,1.483314236157617,0.9977365951550907,59.23825967586887,39.88749876041585,87.70447343611832,60.026758393123856,205.53412734912382,195.52114216267654,13.38643835922245,8.45251476954662,96.56515107421991,68.1767375850748,197.56746236785173,150.83567415961937,159.46160922893844,118.70044140497991,238.82649030603847,235.08583703197706,107.61984773563113,84.39526149173156,37.16777170154232,25.137025689373477,190.76418172397274,181.01704312491108,272.2444996736424,262.2157005659402,0.08082085198001497,0.08388242258307216,0.2858702427133675,0.21973099596700996,10.858689035355939,8.116167101734863,15.682665952958274,11.870065388326003,25.295808163307587,17.8665879982893,2.6297626630804354,1.8635807055895244,16.620246106392603,11.5770443049719,24.54976512239922,18.441496408982964,22.18455823906802,15.952612278498384,25.360195329367397,18.171102978375444,18.17395530344972,13.386319515158998,6.023247747863054,4.507533796104166,24.687513624615338,18.605060677671133,29.242180452746936,20.447131083321832,2.4962437332615255,2.9038781645451897,2.2746756508639367,1.9788922958509931,7.559110968757031,7.9961097321677,41.29109242457499,43.50073084598577,122.53118094924328,252.2191436252865,2.0568213388953014,1.844640765474815,25.081569151127447,42.26605082149276,118.48151833801202,204.76771675546297,23.435486696275632,54.45349976875435,170.19787010052724,342.63835980737326,32.81124794558546,64.90582958091593,1.9226102771119655,2.1370518386192865,78.54451028065867,172.315146495885,113.7642483920853,252.98797581243832,0.684584299775835,0.6760346084146398
1,6,1.0,2.0,7.2991682943255185,14.579015878037666,11.632363768519015,50.993467614026216,67.58631701420468,253.26291630204625,79.67781559302493,287.4385795664714,133.98495460418218,308.0872726962254,28.542974833862992,167.33881220800393,85.17749395591407,290.89302356216217,136.0249490426202,307.3358250269535,123.7546940872329,295.5421305127992,136.9179055504471,312.13962846291844,93.38633536468525,291.9139109493891,63.036991065067575,231.3004878334669,128.52257018177644,299.5276188205249,139.23393311131196,311.87695707763515,0.4698321682972664,11.244203353574951,3.0049976127918883,176.1470280912692,142.7490654375951,4115.627570242159,214.57357961318334,5565.971286318265,395.09886746369716,4618.689510835461,29.741478325740836,2076.321123476645,233.9875965913211,5406.963446164223,371.97714547529955,4564.145087909392,337.17328834022,4277.835094572638,410.565134896958,4755.846000004432,260.0404986021652,5128.58274184441,91.24540580856598,2797.668500874881,369.4235100930532,4326.098173561095,482.5692468678205,4775.737268552365,0.11068633331190779,2.3538762221936027,0.4132812116150946,38.017312152917604,17.754737425316815,1028.482442856437,27.409803163811844,1250.9068020075345,49.49018326111629,1525.2289900287908,4.112811671303919,472.2776737388391,31.24640309917581,1258.6111933091806,46.70832260631591,1549.3424327017792,42.96139075400855,1413.392868097183,53.554972626153535,1563.9043299681673,33.62451737527577,1346.759964684631,10.356432918939829,841.6439475782698,47.310806186159425,1447.199944004954,55.741123054654466,1555.612634073448,2.498908878116629,3.0891379491046274,2.0556138893686606,6.66587556675589,5.718926948904973,128.1310600867653,32.85471910013713,199.90350328099433,40.07432366900537,222.59411443410917,1.4236598783509444,67.76236078047644,20.505275821369036,183.35098771401,34.955234653968326,195.55698949776223,18.399406387312467,167.15443493473254,45.369039573476584,239.8757967750781,15.994733742190514,176.2703317421028,1.6057842453754905,67.83003807647727,22.816175987305574,186.843370447416,31.461100630347016,217.24140574236435,0.722391797938548,0.5649150584425645
1,7,5.0,4.0,6.585402178161493,8.565778015143959,7.5402659146535145,20.924826025440787,27.719542441139048,120.08799228281266,39.431600775431335,139.8965337330009,68.42997355684828,171.45332659250008,11.21575576298842,68.26139630248915,40.75973144654877,143.48053568433087,65.54493735049778,170.3126805512992,58.56748506844113,161.6967556225626,71.48027570089383,174.78186741665664,42.094513375931044,148.44391125754495,23.73637271219133,108.28284025807847,58.938641393496454,160.47793164336036,67.83352400779201,172.57533667752347,0.44528029791294066,3.261088489973374,1.3906347491120519,34.41255061263134,58.789672422986996,1298.6393721706224,87.7787589244292,1736.7325580122651,216.77534322392822,2106.2853743832998,9.509933508796543,414.5743572110028,106.2437029637102,1815.111879094577,211.50060198606008,2049.86698492684,188.85063731226379,1971.8121316658496,228.90285005133677,2148.115573763492,122.14949519162322,1825.6148616213754,37.30983986221569,1011.6051818324072,196.8123710895117,1932.66778617831,251.44233470716597,2132.093070844725,0.08099400562099147,1.11269114309187,0.15935318117123987,16.226410366771002,5.169490738915511,462.01666363493314,7.957245401519657,543.7590877038594,15.47524568761815,437.1190842560689,0.9897367200014141,232.9497364802041,9.53536085433409,535.9706162654951,15.625919902060986,434.6540446107116,14.977420145823105,432.0263558617313,17.331950656375355,439.2827293109682,12.289987065199977,528.1244863733908,3.3166799496409483,357.6812225652089,16.605097337304155,435.12730047278615,20.40745661403079,441.9879647527786,2.212552887271538,2.3542624211466947,2.1872139437534286,3.7169847870665804,4.247973040187138,37.08341669503908,31.320912840900228,68.67572547161161,59.18071617501992,115.03818833339662,0.729198341964864,27.478735516867825,18.548522666224628,58.95803526810144,49.09749149310459,94.62199467811593,15.978146594362878,54.42021148236571,78.39247211931279,146.27377518979984,14.165583468214843,62.90873554598225,1.1440813185416172,22.11020249250884,21.91478111805129,61.87754838572833,42.11757451259454,90.89490024146382,0.7634478484250209,0.4407080650812179
1,8,1.0,2.0,20.929562134213043,7.639184187669704,94.48168971152738,12.105455189505678,434.6117919518731,67.02003428973258,491.77494076061936,90.89471568831216,567.423552074514,146.62842016419648,263.61344343009375,25.958789597834063,510.58974927360873,101.51364607508391,562.6146044438917,145.21677200801096,553.8593393012657,133.89096981629325,571.3744379213667,152.62169168838466,517.5406438201761,109.02057612356622,426.9321876096891,68.59459233550537,549.6482409085362,130.74252409961414,569.1918011179255,147.64423798286833,32.6143481376649,0.8126823122757202,801.750304434902,5.092253223856729,15480.76063305125,231.75081786270695,20096.027134742137,414.75305591285877,19347.817510337853,766.2977404121792,6385.376811378364,35.9007094494065,20229.376732192974,492.67850924158404,19083.279278912036,764.2960331825111,18645.907358008655,680.0470756972902,19554.738866641776,822.7233950545092,19667.530303012565,555.3912423221165,12282.117089704381,186.80552760140097,18371.016828671578,645.0756632044739,19514.73779432797,800.9421695935949,9.160679659348679,0.27038848605185445,67.06536875239546,1.6765627317832505,2960.2714706250135,80.41969495287444,4626.400491943639,137.26920188027344,2639.2345664185987,179.04983037701575,1308.397328183117,13.60690178230041,3939.4734631150673,155.81337149228108,2639.2972209345435,178.1646410037655,2472.4060381497243,167.98356766469854,2695.259626469233,183.70236071534094,3385.144573021175,161.1415200052951,1772.2102448495434,58.36637939270067,2432.628256013604,164.08088589998422,2696.1687288377952,186.6214366894092,3.2658202978062323,2.5290814940936803,4.831892313895055,2.063055972021566,299.5261980624601,4.595552316950406,478.7426195237004,33.50081475405857,461.76630885066766,125.1097736954147,66.50434272458465,0.8305790193290676,494.33207107121615,28.192354495915176,440.11375875876683,101.4187515046609,356.749758834973,32.61062310615482,521.2238097255516,189.97557009815264,495.3802585460012,37.281765904713914,230.06633383513625,2.462665582969374,365.7137926094653,34.97739172114266,447.1525260746931,95.18691089690888,0.38888129448742675,0.6647915275919521
1,9,1.0,2.0,16.657244657771642,8.388594355358443,102.15534399847105,24.66059855641355,342.8626267875075,125.5930948818592,413.8320118405342,240.28074592105838,505.56367739148976,350.08294200849497,247.9507505784514,56.371362107434,429.44668254663156,291.4767444275631,498.84710819711694,345.53628521551036,488.6134901340154,337.4384490230207,511.3842360831727,355.0644017914205,435.3803124717274,316.39484753303907,351.96222874722713,142.86132592678996,477.17128505686975,331.2321757929062,507.1526695480935,346.95255209981303,6.152466577722227,1.3944309085945943,208.7812425134597,8.949154904137936,2211.5825055886203,297.0143234162766,4234.531317666477,421.00286576111927,7597.476885234455,1257.07052854742,995.421907947189,65.75118703684052,4915.554267774578,612.6812162330266,7537.834594346903,1000.3158287060473,6923.23041053634,970.9019884012292,7804.969290310506,1382.165984805909,5430.623672603485,756.3594611140991,2259.9401120063126,258.74228548211426,6437.581500014674,915.0579513299498,7765.819562850447,1245.9214462395244,1.9925908577524298,0.15546982554989291,28.39255470099113,0.6948102308887466,505.4276899367376,21.138825752107763,813.661531726256,37.27148012699075,966.9598504302485,55.99912245334579,170.96735253322365,4.819510619108925,814.3168029198524,126.1807670116555,978.8254810408023,144.65509911276993,914.5420925030783,56.74844328694428,991.3821774276748,56.38250275434591,851.7987658036513,158.33182520417017,367.4113786990299,19.586430306992465,866.1862082073453,52.55552293562523,993.8135450063174,58.1432059368208,3.0002215324303556,1.6995338797320374,3.8244511651467796,10.102293141263717,46.34528366865895,13.822684822142428,131.25015350379704,2138.943246510361,411.757642008976,4409.237395928786,7.097671742976907,9.480179611324388,117.96514234769558,3370.9474756707277,338.22751561546136,4239.750812414171,224.5604166980699,4141.511519357632,533.0851459688546,4523.754271103142,169.63835317239614,4083.5896921835115,33.00768297709885,37.43615480305143,212.8381904847209,4054.9983329370643,372.9763449598877,4223.780587942337,0.6121828401784236,0.7111907805250202
1,10,5.0,3.0,20.191677516931986,23.940527114488532,13.728591211466258,20.043396882496527,7.042054085710734,10.548160322491118,4.091716872018665,5.4121644212263105,7.548654086036243,13.661051049611169,2.1740876699009792,3.2143229206666017,9.353628745229981,13.5897164511129,8.770971630080346,14.58928352254836,2.8783219405590668,2.6798690594735537,8.092131725456799,27.434941783343454,11.175562742132268,15.276661647561287,7.1530351792380475,10.41549699710436,33.90743920709916,25.49220389439351,485.1727019975614,142.99874555167085,25.144138776545553,25.58592420428268,9.010453306125164,15.9887250186648,2.4735395734735586,5.530960899612094,0.687370771257808,1.5090408677326572,2.697114366030299,8.486275932938122,0.15991606224081145,0.4365066127586564,3.9466451586810587,8.406816852458777,3.641764332594832,9.872384986956027,0.2795077254234572,0.22318900997889482,2.92823940756843,7.408490096833308,5.953766486266062,11.127281747390208,2.5540582183858382,5.10628573765102,44.53868663129629,28.751501759927027,7273.416671488793,599.4722964269426,6.059647339203673,7.287426486173228,2.9880174697573447,5.496018571987591,1.1380028928048551,2.2096173929205345,0.3382228429000248,0.7004380519219978,1.4465576791783397,3.212048141026841,0.10043268858066648,0.21845985888983568,1.4504016621877458,2.9808370161934676,2.02825796415525,3.8904970706645017,0.11397918052391026,0.12991574440568168,1.477113873393957,3.397681172557259,2.79406103621318,4.2761986395226135,1.2027783822394178,2.1039486634255566,12.047243629175188,8.530997136016152,1641.5195376536294,59.22275910683094,1.1983455850254097,2.209388598628458,1.0335167877250715,1.5535281701812302,0.47676808363121564,0.7371828989480954,0.22574699176153373,0.3060258486033706,0.673018173872211,1.186564168260028,0.08066286685627537,0.12295857674896314,0.625197273041905,0.9571929025710227,0.754551927810498,1.2184391921404318,0.07764760086392232,0.07695276320850593,0.597794980446136,10.89436179929539,0.9786283310503401,1.490124988152189,0.48396350172959585,0.7277714556842897,2.567239412593062,2.3553443256093156,384.072880033315,8.798925868642701,0.9877646347066966,0.6466016061343517
